"x [nm]","y [nm]","?x [nm]","?y [nm]","sigma_x","sigma_y","del_sigma_x","del_sigma_y","t"
36010.19745,15287.9497,4.81008,6.06328,91.63336,115.51111,4.73182,5.97132,687292.19199
36091.63353,15585.18334,9.36999,9.48442,98.90927,100.81855,10.43397,10.67651,689820.7669
35492.83034,15077.37703,11.54637,14.51301,77.46377,94.56825,14.25415,17.3188,693650.93693
35998.89477,15301.69192,4.69314,5.04118,99.60553,106.99492,4.53994,4.8846,693923.59487
36000.71998,15301.86375,5.279,5.12194,99.91373,96.94272,5.08076,4.93392,700525.3112
35194.5992,14867.06038,6.30688,5.83289,77.06627,71.64584,6.0933,5.62281,701514.29935
36140.4052,15570.64937,5.41139,5.01194,25.38075,29.06434,2.98542,3.72048,702184.31637
36080.15128,15618.47596,5.95993,7.73156,84.5129,109.46387,6.10988,7.85542,703700.44205
35946.74505,15380.21267,7.02659,7.62914,95.32709,106.66704,7.28116,7.7682,705054.31126
35968.13859,15296.90284,4.51814,5.62368,94.95735,118.19109,4.44682,5.52746,707762.89344
35950.14065,15370.73588,6.62008,7.76359,94.34744,110.71139,6.73872,8.02378,709424.60361
36018.09874,15214.78522,4.85866,5.31446,110.87354,121.27272,4.77772,5.21728,717451.91284
35969.15071,15287.25239,11.49461,14.19676,97.39474,119.71854,13.49576,16.51455,721329.54293
36067.61799,15632.99478,5.08131,4.89838,94.95732,91.53926,4.9079,4.73682,723045.33136
35427.01721,15000.4676,12.38669,19.01353,73.04992,103.40749,17.95499,26.04214,725149.79713
36060.25822,15625.64907,4.91642,5.49914,109.78563,122.79589,4.73112,5.28562,730596.17173
36124.69704,15567.99756,7.83844,6.94071,93.98907,83.32962,7.80372,6.99583,733541.89809
35482.46034,15110.39632,16.9247,9.09595,104.11583,56.36572,17.45883,9.65952,734733.6277
36086.62877,15605.91016,4.03488,5.18688,120.71737,155.20444,4.07098,5.22837,736370.25997
36064.24427,15654.0992,14.02392,11.25601,73.44529,58.95452,13.27891,10.68066,737532.10316
35936.09138,15389.78083,9.26649,10.33524,90.37605,100.78061,9.68576,10.76464,741533.87829
36013.02803,15289.79082,4.29848,4.53411,109.87024,115.92264,4.15011,4.39452,741931.88489
35415.79268,15007.43133,3.53073,4.7339,100.96225,135.35913,3.45177,4.6166,744653.63433
35468.31591,15088.08124,5.14616,5.22676,107.92538,109.60985,5.04924,5.11939,748893.9506
35521.57788,15195.22571,8.75258,16.51111,41.70501,66.01863,8.9767,17.85915,749769.27422
35947.32786,15375.6742,6.60202,7.9837,101.7306,123.22462,6.66359,8.13437,751100.83963
35500.12855,15173.94472,13.90105,11.06865,95.44019,75.27674,14.22831,11.37454,752775.19427
35939.92062,15378.74804,19.1747,16.16634,88.95402,83.22055,23.5274,21.29383,755193.90393
35953.89483,15367.90619,13.00025,15.08181,72.43553,83.86187,13.66296,15.66506,759122.35559
35497.09408,15145.05154,10.98232,6.46978,100.81737,59.4683,10.89506,6.46336,760816.53692
36097.25405,15455.37616,9.39053,13.20626,67.0079,94.36575,9.48879,13.45562,761884.85061
35974.12658,15325.85868,7.82538,6.71261,103.88099,89.48068,8.03664,6.94966,763644.35919
36024.23406,15235.37244,5.11044,5.47186,86.97924,93.13096,4.98157,5.3372,765720.83856
35932.53184,15412.68151,7.63783,7.03979,99.15635,92.51553,7.6742,7.06765,766147.10288
35507.8899,15146.02389,20.43355,8.69632,109.05906,62.83074,21.84052,9.39923,768221.89023
35939.04553,15381.19058,5.34349,6.36263,96.14112,114.4782,5.29937,6.31264,774372.7986
36131.62597,15488.84774,4.75578,4.95108,87.91768,91.52811,4.50576,4.69209,775122.22981
35454.67798,15066.65406,5.27107,5.70911,95.90529,103.87414,5.1941,5.61804,775402.098
36015.39547,15237.20097,4.58832,5.40094,96.36235,113.42831,4.42468,5.20517,778398.75059
36098.03131,15576.11841,11.0578,14.07495,70.2989,85.09542,12.34066,16.031,778982.95692
35455.27642,15018.63306,20.14033,23.82627,86.00112,100.33798,28.98624,32.25848,780287.82657
35510.45275,15176.61362,6.80852,5.11306,101.72132,76.8167,6.69725,5.04379,781232.8377
36101.30343,15441.72691,12.37162,21.0241,97.25679,151.22745,17.59802,28.14942,782119.43063
35975.64162,15322.55061,10.33614,17.17063,78.8501,111.88208,11.77053,19.6463,782327.02794
36079.2767,15644.43798,4.84322,5.1076,97.61409,102.86258,4.82466,5.05412,782774.15367
35524.52123,15146.40588,5.22673,5.65004,100.28756,108.42488,5.10615,5.54131,786342.45522
35425.60964,15001.33906,5.54823,6.30783,97.32495,110.6358,5.60268,6.36724,788476.51901
36010.65584,15227.77527,10.21238,10.45,72.95854,74.74297,10.6109,11.11789,789349.18923
36009.09571,15217.71717,9.00904,8.41581,102.92487,96.05615,9.19834,8.54021,794606.56714
36043.0561,15311.4009,7.86756,14.56132,106.56228,193.47292,9.49864,16.5047,794972.43019
36090.58831,15604.76975,11.45308,22.01827,75.39461,121.35651,14.50951,27.06396,799058.3494
36085.80654,15641.16857,6.76848,7.89644,79.80416,93.10453,6.75865,7.89886,800048.29156
35974.52401,15325.79201,9.8088,18.93334,68.39551,110.52394,10.10905,20.35472,804029.97616
35464.70436,15106.44627,15.35952,15.81976,53.95441,55.51228,15.26074,15.69433,807775.05899
36124.22053,15583.94659,6.86616,10.94645,76.98574,114.78757,6.90063,11.47514,808155.18085
36027.54838,15211.20322,6.9756,7.69208,95.78894,105.49964,7.32868,7.99794,809153.82869
35426.31497,15012.55813,6.78465,6.86056,94.44596,95.45611,6.72309,6.75709,809509.07549
36001.76432,15311.89353,10.75907,11.91226,88.73179,94.12258,11.46959,13.03522,811104.12293
36113.172,15569.26595,14.58831,21.81597,85.41412,120.34578,27.54119,36.65575,812860.24454
36013.63534,15221.0898,4.42046,5.09309,97.85981,112.75054,4.3374,4.9969,815891.15312
36131.05501,15566.78055,11.9849,17.61267,75.07721,107.80768,12.73963,18.63882,818965.15256
35998.50314,15340.24664,9.49778,15.03255,53.94221,81.31986,10.06692,16.15961,819209.43302
36117.55338,15547.98547,5.05473,5.15399,108.25348,110.37863,5.02421,5.11988,819860.84467
36097.28523,15624.06332,4.25509,5.51056,101.49582,131.42822,4.14973,5.36049,822727.08363
36128.4904,15483.52388,4.48175,6.1186,90.09761,122.9977,4.32626,5.89038,824478.66211
35428.34653,15003.66868,7.88848,9.28682,59.98638,70.61429,7.87157,9.29285,824837.7479
35419.32653,15077.05745,9.50191,14.22642,29.4893,47.97534,8.70513,13.47358,825731.19777
36102.13307,15592.25609,9.7216,8.16004,91.47894,77.00539,9.61407,8.1747,826093.12027
35999.9838,15213.89458,7.42359,10.0343,60.88149,81.2995,7.26976,9.91559,827230.58111
35991.19156,15304.04806,6.21721,6.6572,103.19784,110.68938,6.41487,6.93321,829160.21685
36006.94299,15250.30931,8.80287,8.90022,90.33391,91.7395,9.00521,9.18237,830364.03911
35429.55403,15005.17791,7.55934,18.33484,45.02177,106.67399,7.78868,19.16677,830448.46373
35516.34991,15148.07802,11.40566,7.71602,120.27587,86.72126,12.8047,8.53848,830617.43751
35943.34792,15400.54359,6.71124,5.18109,101.00878,77.98362,6.49684,5.02794,830712.94812
35462.01478,15080.63568,4.14592,4.54679,99.52739,109.14713,3.9947,4.3725,831981.93008
35964.36792,15302.42524,5.32539,5.50687,97.16046,100.62196,5.24301,5.45079,833512.24891
35481.656,15121.29758,11.00567,13.30733,71.39486,86.4806,11.3961,13.79231,834603.12538
36115.87106,15492.24935,8.59629,9.64339,39.26895,43.96698,7.99854,8.84647,835151.32514
36107.27074,15573.53884,10.23854,7.60814,88.48149,65.78113,10.12748,7.57311,838785.39157
36128.9892,15498.32302,8.3438,10.34493,91.28287,112.07189,8.99319,11.16312,841408.52803
36100.04687,15610.12228,21.62774,15.45588,118.26813,99.79128,26.2035,20.0078,842439.1442
35895.34848,15607.02035,4.64123,4.35288,104.49916,98.00739,4.46828,4.19413,844651.17421
35987.84939,15312.4746,7.4871,8.36734,88.44826,98.86492,7.28334,8.16891,848756.14179
36039.93018,15237.06091,9.19117,8.60787,73.89327,69.17532,8.98228,8.37254,849835.0252
36116.99869,15586.10216,5.72879,6.2011,95.07489,102.91265,5.6919,6.15842,850145.70197
35410.73364,15019.38432,5.47716,6.77579,90.16149,111.48754,5.75405,7.07699,850547.97623
36094.83795,15570.74654,11.85217,12.79004,69.99648,79.35261,13.5865,14.923,850612.02839
36036.30179,15232.39846,8.41306,6.43046,90.85168,69.44105,8.16497,6.25214,853123.07665
36003.58732,15326.68196,6.67249,13.5568,30.55606,65.01451,4.9677,12.651,854925.52914
35984.65539,15363.25593,19.39851,11.12714,65.7591,38.19515,19.18416,10.68481,855737.66752
35988.83518,15361.50713,15.72921,12.06215,69.66454,53.40023,16.93936,13.24203,858144.86694
35474.33758,15088.28041,7.77297,7.5919,67.93738,66.37204,7.52823,7.38503,858381.83857
35981.62011,15295.65381,7.79036,8.03006,92.31085,95.20778,7.99367,8.34831,862727.34616
36060.42601,15629.98368,7.59884,7.08134,69.22355,64.32596,7.42194,6.9083,863573.28515
35994.98531,15300.11312,5.14625,5.70315,87.10328,96.07159,5.14259,5.66758,864190.36256
35483.94067,15079.93207,4.83337,5.29829,99.37832,108.97929,5.12796,5.60512,874385.32066
36104.39547,15537.52361,5.11879,5.72201,101.24133,113.17114,5.10876,5.70522,875701.79217
35989.45978,15223.52217,4.41892,4.62044,99.39449,103.93317,4.49267,4.71671,876617.96201
35403.28242,15001.92273,5.06034,8.09617,79.94479,127.50312,5.10781,8.05913,876880.88291
36169.75832,15519.21603,11.66291,9.83688,74.08964,63.56101,12.21948,10.22578,880034.49932
35902.60187,15362.23508,8.5878,9.36938,97.57524,105.59607,9.35504,10.39307,880757.73506
35412.667,15008.01018,9.09383,12.24307,75.98214,101.97991,10.91522,14.76909,882183.009
36011.48264,15203.35872,3.77976,4.36891,103.96677,120.1704,3.63123,4.18965,887951.68002
36093.25884,15625.0159,4.37799,4.77621,99.61642,108.68349,4.27359,4.67164,890046.3125
36129.28799,15469.52634,4.94045,6.02287,88.59139,108.00081,4.84095,5.89683,891675.12456
36025.77848,15220.2409,5.02846,5.90264,91.65597,107.59144,4.9934,5.85934,895430.45339
36082.96012,15635.19428,4.7573,4.97011,105.07322,109.77439,4.64963,4.86016,897702.06473
35505.78493,15147.46997,7.30374,5.01194,101.38391,69.63003,6.96668,4.79742,898986.85703
36127.51069,15479.70354,4.44187,5.61426,90.80114,114.76819,4.41735,5.58722,901862.36638
35520.3316,15148.65075,7.44351,7.21907,97.52125,95.87751,8.56749,8.82349,902816.11706
35430.40468,15020.22918,7.05351,7.5811,94.39321,101.56805,7.39299,8.05256,904007.02627
35981.59258,15388.40934,24.05175,24.87484,101.8447,98.38516,48.7787,44.68443,904556.0195
36046.84852,15453.25618,6.80786,8.34881,129.84241,158.8778,7.80717,9.6372,910424.01405
36083.51226,15627.72991,8.74534,7.82934,88.21201,79.32577,9.22709,8.35198,912662.66685
36106.13632,15660.44595,8.77419,12.17743,70.58068,97.03402,9.26303,12.91227,917055.25754
35431.66923,15014.27685,13.6229,20.94702,70.36054,106.96103,17.77253,27.04742,919127.39632
35986.08365,15334.83861,6.02497,10.18028,35.08784,58.84129,5.16639,9.46006,921335.60876
36150.80263,15568.27936,14.38351,21.15314,64.76816,97.51574,16.11703,22.9105,921784.07596
35965.33366,15294.79911,6.50387,7.0502,85.68821,92.49558,6.75557,7.26601,922260.4535
35531.16282,15137.95296,4.31245,4.55455,106.14057,112.09952,4.23277,4.46838,923295.78571
36026.81134,15213.74637,6.83072,5.57003,91.16354,74.34007,6.69459,5.47161,925441.8629
36128.94589,15503.12645,7.19542,7.37935,84.76913,87.51682,7.23407,7.50424,928524.53546
35471.27406,15150.03207,16.91704,8.62968,74.70937,38.19539,16.11353,8.22544,931163.91491
36067.18958,14952.02429,8.55494,7.29269,97.38391,84.30361,8.89964,7.68202,933010.6741
35757.34611,15068.73039,7.16646,5.83977,92.38723,75.38912,6.82879,5.57903,934692.52502
35426.61983,15034.28735,10.24749,14.3618,68.12906,93.60781,10.79991,15.06396,935543.17836
36112.42296,15556.1373,12.25884,12.60605,103.43642,104.03598,13.36858,13.84881,937782.55578
36008.15799,15372.76951,7.44512,13.88601,48.34822,86.92153,7.39177,14.41638,939613.37194
35986.43298,15274.04601,3.92348,4.29138,117.21608,128.20805,3.82815,4.18916,939718.12587
35499.14755,15148.81541,28.08159,16.71384,119.3846,21.49899,32.61596,19.03112,941233.67061
35990.49365,15310.66637,19.61064,12.10371,108.59872,74.56676,22.83322,14.00681,941702.05708
35508.12113,15101.33266,4.85813,5.89721,111.02737,135.09744,5.24179,6.43453,942389.92589
35500.34604,15112.20455,7.83774,7.01641,87.19922,78.22112,7.83707,7.11215,943702.88936
35458.3358,15106.46244,6.81896,6.82463,53.17081,53.25067,6.40653,6.40646,945009.79543
36116.37471,15572.63633,5.09717,5.1261,93.58761,94.12621,4.92125,4.95962,946691.7505
35980.69267,15295.68325,5.49422,6.32648,88.76978,101.2271,5.50205,6.36788,947437.31044
36134.92242,15472.09575,6.70457,6.99695,102.40844,106.82984,6.84187,7.14105,951038.24689
35958.37917,15374.7698,6.79051,6.67325,96.15403,94.5367,6.70449,6.64343,955261.84214
36079.11885,15475.04187,6.08388,8.98243,121.96123,177.81587,6.41634,9.36776,956837.61611
35972.11001,15306.66036,7.03787,7.78883,87.97469,96.15202,7.09346,7.889,960954.04346
35496.54737,15133.99328,4.17294,4.61918,87.41241,96.76033,4.01923,4.45118,963830.97181
36155.79383,15529.92069,6.57856,8.57082,28.35068,22.63283,4.57349,4.09954,966937.10873
35991.93971,15248.34075,3.76713,4.88003,117.85157,152.64748,3.82779,4.94388,968760.58095
36147.3584,15466.24475,10.96819,14.03215,93.12787,117.06869,12.34558,15.47486,972655.54085
35533.26995,15154.40936,16.49218,13.54122,77.77574,63.91757,17.22569,14.37838,972856.83982
35476.56586,15108.56251,6.25818,6.3081,78.18442,78.81206,6.12081,6.18738,974028.72036
36126.78965,15483.13066,5.34117,6.10892,96.88224,110.78357,5.26454,5.99397,974822.47434
36100.68732,15644.1377,4.78664,4.91735,100.82705,103.58461,4.74368,4.88452,978009.8445
35503.62279,15094.87648,6.05307,5.94827,84.96715,83.49228,5.91792,5.80192,978876.13987
36082.05049,15665.39654,6.95629,8.6093,58.13571,71.86139,6.89523,8.45686,983037.23647
36078.72556,15645.73968,3.96202,4.40753,105.65601,117.53508,3.8539,4.28038,983198.59867
35950.54895,15416.64796,16.60374,13.36606,110.45202,95.62381,26.94597,24.57444,985113.34949
36141.41544,15485.4016,8.38793,12.13838,57.42873,81.9828,8.92185,12.7916,988323.0817
36108.57975,15637.55956,5.15326,5.44714,93.18859,98.51808,5.05037,5.35916,989494.57706
35467.27143,15090.60736,3.94649,4.06673,95.40474,98.30746,3.81695,3.92672,991640.39817
36118.56161,15571.07923,11.36899,11.31779,88.23193,87.83782,12.5182,12.36928,992830.79383
36114.98257,15575.90694,9.40995,10.31072,70.81078,77.43207,10.46226,11.4825,994739.52492
35504.24757,15144.61895,3.81585,3.84638,104.88878,105.75464,3.69544,3.73898,996515.13278
35438.05356,15028.67297,5.14565,5.96202,86.13763,99.7662,5.05085,5.83052,997938.66926
36097.48862,15581.58137,12.40138,11.49179,79.87153,74.10178,12.79904,12.10404,998959.50485
36123.78106,15546.97342,14.86416,10.08486,92.2942,62.58364,15.88763,10.7858,1000180.5106
35949.68328,15411.86787,11.43419,10.95289,99.63615,95.81365,13.03281,12.57783,1001496.95138
36140.61431,15498.77109,4.82409,5.45898,89.79904,101.6384,4.83227,5.48206,1002444.60656
36024.86432,15190.48157,8.42708,7.54695,84.79102,75.9176,8.30574,7.4105,1002737.22011
35546.71313,15139.66349,5.83173,5.80094,91.49842,91.1414,6.1041,6.18766,1004650.85953
35482.12937,15138.38244,8.79351,6.70157,46.55449,24.96078,7.95439,3.88049,1008583.28815
36129.27641,15489.39468,4.2103,4.24043,93.63603,94.30629,4.1133,4.14534,1010481.99869
36080.6969,15608.05388,8.88773,7.86514,85.76955,74.73344,9.63993,8.68805,1010946.97381
36010.90597,15212.47767,6.24294,6.46565,91.38438,98.00627,6.62055,6.83742,1011632.17871
36055.0532,15428.95929,11.87483,10.0097,114.28365,95.99635,12.83417,10.84997,1015333.45142
35455.17727,15108.95483,12.15986,11.64858,70.75126,65.37746,13.35322,13.28061,1017939.39532
35442.25554,15051.48997,4.86163,5.69781,94.57893,110.86364,4.96678,5.86016,1018859.42402
35972.12332,15375.80225,5.17966,5.31325,98.03225,100.78864,5.16487,5.3394,1019959.46157
36136.75855,15562.78426,20.9808,19.71201,72.55326,68.6599,25.24746,25.04695,1021281.10487
36108.92067,15666.7959,8.40677,6.95974,97.40509,80.64351,8.31696,6.91052,1021530.80613
36090.82609,15602.38512,6.74374,7.51641,116.04804,129.33054,7.51068,8.33333,1021856.38127
36103.89879,15574.93043,11.16605,11.86578,85.99681,83.09799,11.5209,12.95775,1022670.04891
36124.39027,15495.03384,5.35793,5.57439,97.57061,101.51197,5.22056,5.42736,1024641.97095
36065.02906,15628.1749,10.47992,11.76314,32.25884,25.72318,12.39259,8.60184,1026448.7326
36024.41021,15208.21379,7.10349,6.36701,96.65696,86.64228,6.93648,6.24193,1027060.41552
36104.6953,15560.66876,8.15925,9.02504,84.2488,91.25063,8.59112,9.49155,1031132.45994
35447.11485,15066.87128,7.89574,7.05009,85.38482,76.24779,7.88723,7.08458,1034244.27374
36147.75702,15516.64346,8.00757,7.99764,28.8099,29.26696,5.22523,5.31728,1035356.57692
35957.65564,15287.19825,9.15739,8.55595,103.74823,96.99864,9.71813,9.19081,1042498.60968
36099.654,15616.98326,11.9488,13.34075,69.04315,78.64614,12.73998,14.18839,1047483.65434
35423.7549,15034.65891,7.82413,10.18,85.93215,111.86482,8.1327,10.74007,1048032.2277
35493.21906,15091.5708,9.39741,10.49992,35.97597,39.50761,8.06446,9.69701,1051115.92457
36018.47897,15221.4136,3.74418,3.97167,111.16904,117.92297,3.57321,3.78804,1055903.6706
35467.39041,15070.64247,4.7697,5.55958,91.84124,107.0532,4.69077,5.47585,1056293.50081
35432.81507,15010.13959,9.46471,11.99724,82.08338,104.08352,9.79504,12.41484,1057770.73097
36029.31383,15246.81204,9.68592,7.35492,88.15649,68.19238,9.9546,7.65113,1058709.66157
35982.52215,15305.33008,4.32607,4.40744,96.75515,98.57508,4.16311,4.24281,1061217.17653
36097.92905,15530.091,4.11368,5.25089,94.76012,120.95345,4.06364,5.17563,1062834.6402
36128.87617,15495.23296,11.28498,8.19315,102.26651,77.832,11.84448,8.42196,1064068.78034
35539.52114,15180.40055,13.95837,10.75438,79.05534,61.89183,13.83207,10.47333,1069227.87521
36088.6291,15650.9782,3.78549,3.92629,102.60062,106.41755,3.60323,3.7398,1071689.32929
36013.93257,15230.73239,3.97947,4.5674,91.47474,104.98853,3.83256,4.39453,1072721.42546
35431.06742,15049.28895,4.84674,10.7849,34.28062,75.54217,5.57498,10.52539,1073256.42245
35423.75319,15018.33223,10.03094,12.54633,89.51831,97.557,11.42349,14.66356,1078722.20879
36126.31497,15479.77719,4.4364,5.59106,95.50946,120.37177,4.42892,5.58499,1079872.85083
36119.5418,15473.83664,6.34145,7.34803,79.27338,91.85643,6.11141,7.08623,1081738.35094
36053.34438,15244.52783,9.19775,8.34933,82.98777,75.3334,8.76584,7.96521,1083523.30842
35529.31956,15153.05677,13.25697,8.03442,106.15928,66.71413,13.89522,8.36978,1089400.82478
35479.5663,15143.36983,7.48935,5.62837,74.9055,57.13984,7.19732,5.25764,1094110.5159
36136.37087,15489.94469,4.1665,5.09505,96.02617,117.42663,4.00673,4.8997,1094642.97309
36016.18554,15236.65675,10.89495,13.08726,75.93233,90.65086,11.83464,14.24359,1099816.65699
35998.13507,15209.57807,4.70428,4.69282,105.93532,105.70563,4.56517,4.57365,1100423.44555
36085.01325,15559.66787,7.79017,6.16307,85.90765,68.32906,7.56575,5.98663,1101825.48971
35462.65925,15086.01065,5.63576,5.23307,88.66006,82.32534,5.37986,4.99856,1102039.51457
36112.42183,15476.51102,6.24406,7.32112,93.13573,109.18831,6.4373,7.55271,1105024.08006
36091.22972,15623.24451,5.93877,6.05,77.08046,78.53418,5.78442,5.91105,1106878.90528
36105.27038,15657.34602,4.13504,4.43789,101.50907,108.94947,4.09036,4.39736,1108426.78263
35462.96277,15083.02096,3.89253,4.08893,91.55176,96.17178,3.68982,3.87865,1111003.21247
36032.66214,15226.76391,4.41692,4.46371,91.5279,92.50317,4.37581,4.44102,1112391.77652
36138.24114,15500.92852,4.70483,4.43586,92.31869,87.04109,4.50562,4.2506,1112790.10857
35997.00467,15230.5256,10.98236,12.56639,81.18133,92.55257,11.29159,12.81993,1113984.35665
36087.70059,15636.29889,4.17899,4.48608,94.0578,100.96925,4.04994,4.34594,1114678.40719
35516.44067,15125.85335,8.38359,8.44336,95.40321,96.10601,8.28793,8.37466,1116269.44637
36122.23298,15455.1088,13.76219,23.30864,65.3613,109.72042,13.93769,23.33752,1116439.64553
36063.81115,15436.77186,11.02547,18.68329,124.21514,202.76924,17.14337,27.55855,1121029.92991
36005.85482,15286.35794,12.66098,13.68679,76.95378,84.9131,14.68552,15.70404,1121984.4856
35424.03834,15047.21343,16.38743,19.12501,52.94468,61.94036,17.42292,20.42635,1125411.82312
36127.51707,15576.81703,12.19861,9.65192,73.72272,58.82411,12.2679,9.66706,1126107.63561
35925.09276,15379.98366,5.09846,5.08857,98.27979,98.09061,4.99104,4.98569,1126663.627
36098.60204,15552.05292,4.92504,4.97979,97.7085,98.80119,4.73528,4.79855,1127502.26435
36116.03734,15603.43211,13.88249,7.91587,54.53326,28.79646,12.99691,9.97685,1128025.45281
36104.48288,15547.93445,6.10207,6.03043,112.83787,111.50414,6.11451,6.03319,1128195.01154
35945.57113,15377.65654,7.82908,7.91059,103.0518,104.10934,8.22284,8.25659,1130365.66075
35425.69807,15027.57357,4.30024,4.99609,90.50528,105.14994,4.17181,4.84549,1134643.56883
36080.64782,15566.54823,12.46497,12.46022,80.3871,82.55385,13.03508,12.89612,1136586.9292
35513.30207,15124.07851,11.60874,12.72533,59.83351,65.49676,11.93317,12.80204,1137399.75801
36117.36559,15474.61145,6.9332,8.0661,100.76402,113.93016,7.51524,8.78661,1143838.40524
35428.04722,15048.60101,6.62768,8.55736,66.17764,85.52433,6.55858,8.53092,1146157.63463
36083.69919,15622.88663,6.16285,6.11613,26.89405,33.53534,5.56558,5.10177,1146218.38398
36007.52137,15252.92063,9.55263,10.24761,78.95657,85.53609,10.75865,11.61709,1146503.0906
36087.74705,15537.27065,17.56297,9.49301,107.91623,62.0659,19.81185,10.48101,1146962.04139
35970.54493,15393.97918,7.36119,6.699,104.96834,95.54578,7.52334,6.90906,1148651.99279
35984.29671,15301.00874,4.76359,4.81765,98.18382,99.29783,4.67122,4.72394,1151709.14817
35418.06117,15023.29875,3.65792,4.30007,99.91241,117.44268,3.53184,4.14313,1152860.55387
35961.68832,15299.68551,11.82481,8.48442,81.27096,58.38566,12.10112,8.87314,1153237.30915
36084.1821,15646.12069,4.15364,4.21115,90.56405,91.81796,3.99272,4.04722,1154312.74904
35453.21502,15072.21283,5.95675,8.07944,63.69093,86.38682,5.69847,7.73524,1157743.41258
35991.51113,15470.3582,11.90805,17.18108,107.14921,148.45788,15.47539,21.31868,1158101.93854
35998.44677,15270.7586,3.87621,4.27395,108.46397,119.58238,3.8208,4.20315,1158804.3761
36070.47334,15604.60894,42.31326,16.18693,18.57256,20.90338,93.81707,13.16362,1161413.46282
36148.12056,15468.44311,4.03647,4.86541,110.02004,132.60834,3.98408,4.79521,1162709.09612
35531.58715,15169.92896,6.65476,5.36653,102.83787,83.05753,6.62313,5.40752,1171811.12118
36036.94213,15256.64961,4.75706,6.90779,112.90109,163.94804,4.84102,7.00071,1172156.45261
35521.182,15181.69582,29.81603,16.68735,123.33332,84.7625,59.32531,39.15129,1173828.73015
35515.66891,15143.99947,10.45817,7.49245,87.79895,63.33627,10.42784,7.48405,1175448.60454
35442.03122,15021.08646,4.62321,6.37163,87.09789,120.03042,4.60635,6.33352,1177160.68635
36109.38688,15549.09623,5.5322,6.88923,90.35797,112.40282,5.45398,6.74826,1178051.16116
36110.89764,15537.04039,4.29583,5.21104,106.19284,128.80876,4.19878,5.07986,1179897.6385
35456.0237,15009.12801,11.22091,10.16086,62.26124,56.43613,10.93434,9.97518,1185311.25341
36071.1866,15424.21067,5.27311,5.64878,126.50228,135.50159,5.31472,5.66887,1186366.81691
36084.66582,15633.18785,4.56473,4.33473,99.23554,94.24354,4.44114,4.23007,1190332.7621
35997.82153,15284.39686,4.15343,4.49611,104.68654,113.32388,4.0123,4.34278,1191330.1831
35970.97553,15298.80421,4.67156,4.48701,99.46059,95.53232,4.48861,4.3154,1194180.02178
36005.58263,15224.6522,4.16269,4.49463,102.67646,110.86451,4.06635,4.39515,1199502.99084
36109.15011,15484.17593,13.87323,7.15461,92.05703,54.70492,15.30014,7.72458,1199913.99624
36136.38307,15486.02564,4.86076,5.27315,92.65661,100.51785,4.66489,5.06285,1201105.86977
35473.09608,15067.54799,6.91664,7.12222,91.55439,94.43602,7.17085,7.56513,1201572.77133
35424.54007,15036.9492,5.13317,5.58295,85.66997,93.1767,5.04283,5.48471,1202441.33152
36146.67657,15471.37241,10.28482,19.98741,35.07094,67.48629,9.02133,19.29851,1206725.38729
35970.5388,15376.62906,6.60068,5.78434,110.63852,97.06307,6.51959,5.77765,1209735.95527
35478.33299,15142.4408,4.51204,4.58818,90.11634,91.69568,4.34377,4.43608,1212802.39025
36115.77883,15487.5293,5.29755,5.9021,88.53775,98.64872,5.16016,5.7629,1224752.45071
35419.04416,15033.26378,5.11253,5.27329,97.22589,100.18677,5.06246,5.18859,1224818.9305
36013.31136,15242.12949,10.88009,8.6771,87.90823,69.71552,11.50157,9.20709,1226603.15325
35461.79262,15067.84086,8.51606,8.82703,76.02406,78.30759,8.99799,9.32393,1230412.10798
36110.82217,15549.53695,19.87604,13.49606,113.06945,83.16949,23.91493,17.01296,1231213.04988
35472.94609,15086.46332,5.02439,6.92455,59.68725,82.28499,4.85747,6.71187,1231728.47632
36009.33811,15331.579,9.77975,16.2036,72.47831,111.81615,11.64379,18.88643,1233660.43143
35434.93444,15024.0423,4.85107,5.8743,95.81121,115.94365,5.14462,6.16078,1235003.73898
35509.91813,15114.08463,7.37736,7.11617,88.12812,85.01018,7.17879,6.94423,1235404.45967
35434.57038,14991.136,3.6996,5.02216,104.99492,142.45615,3.70411,4.9742,1238238.04659
35902.8085,15388.06295,6.67779,5.90386,98.10074,94.33473,7.09657,5.9703,1239977.97937
36108.52634,15599.10497,11.72505,11.49899,73.83916,72.4183,11.52287,11.34234,1243433.04639
35996.04935,15309.00258,5.4255,5.87642,95.42231,103.3574,5.3816,5.83416,1243635.93896
35466.27566,15114.48547,3.72178,4.2553,81.93514,93.68072,3.5293,4.03613,1247829.13908
36002.30725,15240.82742,6.32321,10.08275,35.22707,56.77751,6.62117,9.31671,1249667.75417
36115.68819,15481.35186,9.37014,9.98425,92.23523,98.48733,9.49097,10.24589,1249816.5527
35990.6208,15283.76769,9.84402,8.02817,107.03245,90.14293,10.45264,8.60468,1257235.86385
35456.31856,15077.76203,4.51216,5.05617,79.89327,89.65828,4.45147,5.03198,1258587.36953
36018.74216,15286.67462,9.23904,10.41772,79.10082,89.14759,9.55469,10.72635,1261615.20426
35457.89387,15088.57771,3.07172,3.30762,97.25952,104.72884,2.90898,3.1331,1263072.57442
36101.23044,15547.22422,5.20873,5.48563,103.51324,109.03869,5.15777,5.45141,1264169.94027
36022.26199,15223.11613,4.97814,5.1413,83.40547,86.13628,4.78349,4.93116,1265949.99931
