"x [nm]","y [nm]","?x [nm]","?y [nm]","sigma_x","sigma_y","del_sigma_x","del_sigma_y","t"
36134.74706,15508.12222,13.39569,16.18074,89.78311,108.28094,15.17268,18.04033,1851549.36382
36062.73953,15570.66809,23.9988,17.35278,80.91055,58.61465,23.95731,17.60907,1856362.14402
36007.60206,15200.5547,8.03115,12.62965,69.78582,108.24748,8.64863,13.20772,1857407.30674
35452.82491,15086.61594,10.79516,15.29196,82.30501,116.54374,11.52699,16.16602,1859794.2327
36077.34688,15601.60877,5.68769,10.01249,88.28858,155.234,6.09655,10.57074,1860077.74784
35993.44724,15191.95486,4.2119,5.34243,102.86905,130.47969,4.07697,5.16621,1860358.85943
35514.09627,15112.28567,5.44201,8.082,94.32251,139.98701,5.43702,8.00029,1863171.78485
36090.78188,15618.61359,6.35631,10.7414,71.09978,120.14429,6.20755,10.46634,1863309.16355
36127.03007,15433.80761,5.54604,7.27098,125.84148,164.90399,5.77257,7.4934,1873769.14531
35548.90545,15136.691,9.97232,17.37703,69.85928,121.08304,13.46951,23.40281,1873972.65651
35508.24408,15136.76512,9.02615,11.85359,85.76617,112.91881,9.29138,12.30647,1874495.04267
35508.92613,15087.87116,11.25768,12.41188,81.07388,89.40128,11.81316,13.10233,1875544.2309
36128.35898,15563.53116,18.71054,26.42202,70.09974,96.6648,33.66179,42.82211,1879975.87636
36057.22136,15655.61258,11.57811,22.92795,48.0302,90.3825,11.09825,23.21296,1882060.67281
36105.00439,15448.30358,4.78723,6.68841,108.5078,151.57078,4.83834,6.70915,1882672.93274
35441.01189,15019.8565,7.06269,7.54578,94.12182,100.81985,7.33264,7.88065,1883189.28635
36077.68662,15621.31335,10.06429,16.06864,86.06716,135.85934,11.30956,17.69766,1884104.01193
36009.64262,15175.96704,8.34438,10.30197,92.25798,113.67293,10.77157,12.65144,1884884.33798
36133.34872,15493.33379,6.11874,7.39933,92.48917,111.84462,6.06692,7.32904,1886152.49116
35963.60393,15337.97616,4.34729,6.15204,108.56029,153.17512,4.59435,6.36872,1887286.04968
35462.18652,15029.68184,11.06154,10.72218,64.51466,62.5375,10.53084,10.21344,1891475.2393
35535.78051,15187.22044,6.73022,7.77222,74.16776,85.6382,6.54539,7.53006,1892842.08969
36004.33744,15214.99901,12.31232,25.09279,57.3039,115.67377,14.00582,27.18428,1893761.48628
35467.48688,15049.62548,18.06222,10.08755,88.01096,52.07394,18.81322,10.16254,1894090.24708
35977.04189,15286.51963,5.14555,8.92549,86.39263,149.82929,5.32716,9.19806,1897436.23725
35414.22062,15001.1971,10.52114,17.36259,82.04577,133.86832,12.33631,19.77414,1899181.93648
35982.05874,15244.76417,10.03621,45.53042,62.16798,209.2739,12.04161,64.66275,1899445.41634
35938.58828,15375.6043,4.62819,5.94072,97.86532,125.61404,4.56985,5.85053,1899845.74932
35486.24002,15062.84164,4.57507,6.43461,105.30695,148.09126,4.57366,6.3959,1904720.42212
35516.79707,15056.08963,8.34244,13.82592,86.37396,142.02699,9.68284,15.45889,1906329.05123
35396.49912,14970.68235,7.46149,12.52544,99.88144,160.97441,8.26614,13.59403,1909993.29566
35945.76278,15344.26497,7.52655,8.54993,95.36947,108.3355,7.46278,8.47323,1913887.48176
36047.9987,15444.34452,9.39101,12.19979,122.28437,158.54249,10.47113,13.27285,1915705.14738
36105.37959,15546.58947,8.24221,14.09753,92.82935,157.99475,8.86836,14.68896,1916940.96493
35983.1956,15273.71921,13.56059,28.84931,90.72733,183.36828,18.47917,35.85676,1919249.04797
36139.92524,15586.10311,36.64842,18.23197,124.64654,70.07565,45.7951,20.87605,1920646.35777
35441.56028,14997.9545,4.8725,7.77273,93.16816,148.21574,4.96164,7.77667,1923599.08257
36120.42754,15540.98877,9.36229,14.29093,86.84675,132.05218,10.29127,15.25027,1926863.18314
35998.37965,15332.20674,6.2054,7.60949,120.52117,147.72204,6.28808,7.64229,1934810.08428
35444.99124,15048.69878,9.91289,8.87956,49.24957,44.0901,9.45412,8.53074,1936361.34253
36080.99752,15618.31319,6.47375,10.82715,96.86892,161.78254,6.90187,11.28883,1937211.07572
36050.85917,15641.00266,11.6693,15.84435,45.29516,61.47202,11.4553,15.43378,1937882.59485
36123.33716,15462.47741,6.29308,9.57587,122.59793,185.49697,7.00547,10.40477,1939725.11015
35521.58367,15108.88222,5.5524,7.68657,108.23611,149.77593,5.72363,7.85424,1942841.10319
36097.37728,15555.36683,11.89629,20.19602,75.65537,117.70219,12.81573,22.12965,1946559.91376
36141.56537,15478.04797,5.74273,7.52127,92.97412,121.75592,5.72027,7.45333,1947097.84079
36118.08614,15567.60509,5.91265,7.25857,86.69425,106.43212,5.81474,7.14754,1948411.60303
35519.67512,15132.42292,11.73358,14.41562,52.22091,64.19853,11.18404,13.70577,1950837.7095
35281.15076,15881.70142,7.71938,8.44292,57.4446,63.68215,7.80973,8.55795,1951068.73037
35999.79878,15273.47522,4.31807,6.073,110.00943,154.70005,4.25751,5.95801,1953348.40661
35975.52017,15249.18284,5.89138,10.36398,80.9457,141.7854,6.02006,10.4637,1954113.86446
35481.39283,15093.86937,7.43015,9.31503,70.95302,88.95366,7.15841,8.98949,1956351.163
35999.95444,15214.5768,12.04277,14.77852,93.71797,114.06024,13.15197,15.74803,1956735.70449
35432.5915,15021.52897,10.39955,20.19793,86.08083,159.76086,14.22847,25.32883,1958266.09387
35966.12395,15411.19414,7.89782,7.41838,59.85044,56.24544,7.46037,7.01971,1960075.28658
35453.5502,15061.75344,10.39983,16.14914,78.74678,120.62563,12.76712,19.24765,1961120.26131
36091.63994,15524.5168,5.28464,7.8261,110.48015,163.48193,5.55894,8.10011,1961761.32869
35484.00648,15107.22004,7.71821,13.51696,66.10195,115.75601,7.66394,13.34577,1965976.44034
35954.02843,15369.97197,5.43419,8.53159,83.24847,130.67787,5.31987,8.30892,1966159.11956
35445.98568,14970.43882,5.52819,8.42093,113.42398,172.48473,6.03065,9.03759,1967692.87147
36068.54894,15567.87899,19.24647,15.31982,114.04398,94.41917,21.46883,17.72615,1972567.80287
36110.26545,15534.20602,5.81141,8.51166,109.12455,159.64,6.02517,8.66383,1975277.88181
35957.79023,15259.11634,13.87179,23.79729,54.20096,91.30185,16.4596,26.88439,1978209.6101
35989.8759,15256.63295,10.91612,13.35757,85.81957,105.01416,12.4823,15.22849,1979990.56352
35976.96521,15325.19015,11.48884,18.83651,75.92072,124.42479,12.33414,20.06045,1982491.60907
36096.2398,15529.00971,6.43403,8.64735,130.80384,175.44023,7.21872,9.44844,1987710.30098
35952.15978,15195.24231,21.6496,41.30847,53.21439,99.40855,25.94699,46.64499,1987957.84206
35528.88126,15180.25377,7.33297,12.45537,65.32475,110.89724,7.39643,12.40317,1990215.4298
35981.00201,15422.45109,17.12749,18.79506,92.11156,97.81939,30.2304,32.3265,1991373.39552
35444.19791,14963.5953,4.46343,7.25574,103.37551,167.85251,4.72771,7.53535,1992403.30718
36109.13514,15543.37131,6.66677,9.03387,110.76506,149.96278,7.47109,9.93743,1998326.60027
35522.20356,15171.69324,15.53462,15.91917,80.25844,86.47429,22.67002,26.87138,1998682.4038
36117.66911,15484.92249,5.42247,8.83616,95.50745,155.35423,5.64671,9.00689,1999634.05573
35499.44746,15087.01564,9.9935,11.90234,93.44753,111.08618,10.85249,12.76692,2005062.76678
36074.32692,15514.31924,8.97566,13.339,96.30424,141.34641,9.80647,14.16084,2005799.09905
35522.37813,15139.15995,13.99286,19.25385,57.35905,78.59156,15.45048,21.03703,2006507.84354
35949.14508,15380.52269,9.76722,11.92112,82.00493,97.20465,10.89469,13.12973,2021169.87361
36133.92281,15497.04369,9.11447,11.07933,65.87665,80.07299,9.10933,11.02731,2021970.02829
35461.27822,15060.74986,4.63238,6.19421,109.58623,146.50171,4.71847,6.27476,2022046.98995
35482.78716,15009.19391,6.01246,8.78325,83.52729,121.8939,6.22625,8.99542,2029108.89983
35509.14561,15074.33234,11.19347,9.78538,23.64327,37.93196,7.86152,8.86214,2030047.25808
35485.10013,15065.24135,11.84985,15.37402,90.68044,117.12272,13.77324,17.85746,2034912.1609
35483.6119,15082.35047,4.21815,6.94899,100.28614,164.3472,4.41975,7.11127,2036226.16738
35077.79866,15958.079,6.42377,7.18274,122.73906,137.30901,6.86635,7.64108,2037624.72583
35933.95888,15378.8329,17.07397,30.19409,65.32776,105.04744,21.21694,36.14234,2038738.99831
35090.80227,15968.22439,15.53163,18.54411,91.61814,103.59831,20.93467,23.78064,2038903.08602
36127.34818,15456.02924,6.9746,12.84257,102.66796,186.92007,7.48249,13.39082,2039101.29343
35084.24458,15987.41186,13.33918,23.39049,96.46053,144.63959,25.07272,37.97457,2039294.18535
36090.90793,15439.85871,19.04049,22.37708,117.34345,143.20673,36.33792,44.98622,2040363.0351
35455.52855,15032.54933,11.40709,20.43363,78.74203,139.64182,13.4955,23.06616,2040561.48741
36119.18967,15486.65648,7.26543,11.93778,103.35377,169.35833,7.65344,12.26081,2042551.94098
35934.94196,15263.0984,5.98533,15.52427,33.80293,87.90148,6.87959,14.56034,2042824.97984
35474.86873,15077.72053,9.35514,16.62814,80.32581,133.76579,10.14445,18.10645,2043337.89017
36063.0817,15533.4652,6.9979,11.98441,71.67274,122.01306,7.03441,11.92366,2043576.16581
36011.84696,15382.06687,7.41623,9.50052,126.78615,161.9635,8.54385,10.60301,2044818.59701
35514.58221,15129.24447,6.16134,9.28902,96.40167,145.24912,6.32904,9.41364,2047914.31754
36139.1068,15488.36419,10.83149,11.83703,81.85022,89.4611,10.8658,11.89345,2049139.23298
36070.43287,15605.77623,9.31334,15.23222,105.61266,172.27862,10.82726,17.20613,2053829.4996
35498.39006,15090.67106,31.40493,41.01465,117.49839,123.39448,69.81865,84.8712,2054928.80836
36031.80567,15178.1589,4.59878,6.13112,119.05435,158.67154,4.74747,6.28033,2057066.93957
35869.18413,15811.6882,4.32011,4.43202,84.84001,87.03814,4.1316,4.24234,2057936.66074
36104.26865,15622.62828,9.41811,13.41428,61.27345,87.27534,9.05942,12.89096,2062737.4212
35966.00731,15323.35175,8.14733,16.40813,85.5714,170.69495,9.01155,17.61259,2065273.46074
35990.3519,15270.6388,7.13023,13.08946,85.18823,156.89103,7.37626,13.59502,2067065.01891
35964.2503,15396.78873,10.31638,10.25715,65.94641,65.60397,10.08157,10.0983,2068436.20501
36127.00512,15598.54355,13.17156,26.31657,78.86476,134.27957,21.30909,40.00338,2070024.97649
35977.61982,15313.85236,9.11539,11.12015,89.36379,109.05876,9.44036,11.57728,2070544.14261
36114.26564,15603.62753,7.72327,8.09073,90.72858,94.66507,7.76421,8.07496,2071014.29622
36196.95492,15499.19924,15.07972,10.16039,80.14224,54.31424,14.59482,9.81772,2071303.04773
35462.68701,15084.06248,5.47447,9.71637,82.89179,146.60122,5.57834,9.81046,2078320.4832
35946.05135,15435.27118,7.27601,8.43158,108.35196,125.51078,7.41029,8.53145,2079925.76627
35475.27753,15091.17866,4.76813,6.61394,95.98411,133.11933,4.80711,6.62187,2080367.87119
35962.16826,15372.83308,5.63816,8.84472,93.58912,146.7574,5.62064,8.73892,2081839.4067
35975.45358,15284.38902,4.97421,6.28531,107.44939,135.76925,4.92278,6.2163,2084133.19688
35543.64899,15138.21332,9.39078,9.76386,77.14702,80.21731,9.09172,9.47907,2086717.45128
35959.19163,15274.31204,3.92767,5.28082,97.15497,130.62206,3.86018,5.1806,2088699.46005
36100.35734,15532.49654,11.01525,11.54281,79.46794,83.30226,10.99575,11.55128,2093733.2373
35430.45577,15000.84449,7.24584,11.97425,85.62125,140.89392,7.7912,12.63555,2093794.10039
35965.74817,15360.5023,14.03974,11.94612,78.20158,70.33366,15.62938,13.15502,2094613.68386
36022.37867,15254.30023,7.40541,14.05352,66.69081,126.15372,7.84024,14.56387,2095119.9095
35967.07872,15382.9825,7.33255,7.44533,79.4541,80.6651,7.06017,7.1512,2096495.07991
35404.12991,15014.94903,12.19114,13.44186,92.02024,101.73804,13.70845,14.98144,2103019.22484
35525.94744,15119.9636,8.11645,13.16072,65.8418,103.80421,8.70909,13.97121,2103986.02356
36103.03604,15555.97916,15.96017,22.748,62.6905,89.89477,20.61811,29.7793,2105272.5935
36124.16303,15691.45297,11.56009,16.99966,59.85424,86.92116,13.10876,18.63462,2116840.92708
35496.36089,15089.40438,8.41902,17.52413,43.17727,89.68083,8.17821,16.83135,2117937.83854
36134.61179,15472.07711,11.04861,17.36416,58.57902,92.06451,12.24886,19.25162,2118202.26432
35971.32303,15261.53294,7.05196,16.66619,37.8749,90.59432,7.17925,16.14053,2119493.13513
35524.49004,15150.44508,4.72117,6.20705,95.54661,125.6069,4.76512,6.24268,2121690.08337
35966.64806,15333.87837,13.86643,14.76531,84.9802,87.52383,17.919,18.64496,2122084.79737
35516.12996,15100.6889,14.55037,24.90691,98.08847,129.06652,18.36162,31.52384,2124521.32103
35436.04204,14974.19714,4.75068,7.35373,101.59995,156.96053,4.86988,7.39137,2124708.11593
35563.79686,15205.4878,15.79016,14.37293,103.65576,99.32537,17.47637,15.47968,2124931.23718
35955.28613,15271.56435,9.05883,8.61263,75.99412,72.25937,8.90411,8.47532,2128900.00336
35493.77607,15118.84957,8.10261,11.73564,45.60647,66.15266,7.64823,11.18926,2131386.69115
35979.32358,15278.41279,4.79231,6.77928,84.86858,120.05649,4.62615,6.54306,2136358.48915
36118.84226,15466.37859,5.04459,7.20667,103.2301,147.46687,4.9799,7.08879,2137259.6844
35535.16496,15132.03999,6.34099,9.57171,80.67924,114.30115,6.57118,10.18037,2140537.7947
36077.81748,15526.77853,8.36692,10.5252,107.31649,135.03864,8.54797,10.85582,2140597.18769
35964.79419,15265.61061,4.65622,6.82364,83.8977,122.91681,4.59622,6.71259,2140927.39969
35480.88438,15070.9277,5.33569,6.32127,105.77972,125.31325,5.34901,6.33056,2141861.88009
35946.13164,15367.83014,7.5958,9.21201,90.08644,109.18115,7.64766,9.19789,2145213.83723
35959.42811,15287.74615,6.96975,15.03207,50.46586,103.74648,7.02393,15.58739,2145977.8252
36066.10125,15642.29508,4.92851,5.88688,98.84637,118.06656,4.83134,5.7637,2146462.51358
35433.62625,15041.79199,24.61037,48.68105,90.67367,149.488,58.47426,100.94318,2148537.76971
36141.82249,15522.40899,12.03834,20.04352,79.96168,112.74075,16.65737,25.45949,2153554.69115
35984.92467,15220.88039,3.73312,4.67559,85.3063,106.84115,3.5527,4.44395,2155411.96869
36096.17592,15650.85905,9.52234,25.01781,41.50231,92.25143,9.43467,26.46941,2164489.64172
35503.39177,15093.76516,14.60786,11.16679,85.10576,68.10528,19.93798,16.32831,2168485.53647
36025.32549,15216.60994,5.19537,5.65421,89.10602,96.94953,5.05423,5.48071,2169470.19459
35956.17051,15313.00054,9.04914,11.0952,63.44778,77.79362,8.8018,10.79062,2170122.29842
36117.2525,15557.06335,6.72332,10.76643,55.45564,88.84687,6.59731,10.57486,2171877.14955
36138.29012,15478.68861,14.00185,13.36147,81.67019,78.14509,13.45985,12.87109,2172374.9593
35474.10383,15064.47476,8.14891,12.82066,69.73713,108.80839,9.85745,15.12319,2173311.33648
35476.25004,15142.01386,7.8637,8.59983,77.63101,85.18192,7.99235,8.86653,2175899.9677
35980.89734,15216.40527,6.88448,9.63898,78.10944,109.35807,6.86826,9.58893,2177446.14949
36110.3033,15544.82224,5.90349,8.17582,98.36809,136.15235,6.09589,8.3258,2185334.92334
36136.34857,15491.02407,14.58086,22.55175,78.62985,107.45338,16.30462,25.6417,2186831.9079
35999.26484,15215.19314,6.1331,7.75763,94.93551,120.05906,6.07345,7.6767,2192736.86675
35529.82745,15156.10027,5.27294,7.25547,91.3644,125.69853,5.26534,7.19681,2193845.30616
35976.93695,15302.59286,4.92206,8.16937,59.77833,99.07028,4.78436,7.88913,2195470.30943
35540.95024,15170.58037,15.35269,21.22406,89.91874,116.04315,25.07123,31.29008,2195703.41599
36088.35207,15577.81545,21.93397,20.62775,72.54849,68.81264,28.00773,27.85024,2199116.62944
35490.09478,15111.63861,12.85562,9.56796,56.87434,42.00746,12.3087,9.06613,2201935.39094
35517.0435,15121.15139,3.82775,5.25849,109.0375,149.76952,3.71956,5.09253,2203484.40552
35964.05784,15305.29655,5.21408,6.8258,87.42018,114.44345,5.29462,6.93558,2204536.81751
35463.63536,15062.3145,5.1659,9.04783,84.15401,147.3697,5.13104,8.93536,2205599.86474
35466.58097,15035.44186,10.79368,12.65883,111.02239,130.16797,11.39784,13.26272,2205980.24788
35963.62605,15394.8914,6.64903,9.00833,87.46416,118.59939,6.92571,9.5582,2207257.38705
36075.90655,15622.51332,4.61105,6.71201,118.82832,172.67564,4.94503,7.03136,2208038.89475
35421.58928,15675.3123,12.72474,16.99468,63.17749,84.84772,14.15074,19.05987,2210469.94954
35995.38398,15312.0172,9.16488,11.38551,92.46407,114.70822,9.70029,11.89129,2212257.53691
36118.90332,15446.04861,5.52955,7.60864,123.37313,169.28581,5.92264,7.94744,2214027.52019
35955.77566,15366.38816,4.1338,5.93962,88.16332,126.65861,3.99267,5.71531,2220657.35508
36125.55659,15489.61817,8.5636,10.10149,80.67949,95.16781,8.37245,9.86862,2224376.83903
35929.44854,15345.91886,3.99034,6.09806,87.33248,133.46224,3.879,5.9247,2224552.40915
36081.08113,15538.14676,7.03287,10.12535,99.8873,140.99619,7.97368,11.36301,2235712.38181
35329.47655,15480.16736,14.00683,30.66224,97.42736,113.76705,18.56971,33.32661,2236651.70313
35361.58288,15436.97523,6.74376,5.93912,92.89412,81.84992,6.6886,5.9587,2238153.63382
36084.43819,15550.17601,11.59216,14.56672,87.61251,109.73579,12.25622,15.18681,2238160.83874
35994.21681,15302.94548,12.11862,11.17294,86.69726,80.69791,13.17892,12.63126,2239477.86368
35528.71845,15157.54388,4.18,5.05345,98.06736,118.56201,4.03469,4.88433,2242003.04791
35943.38336,15353.22983,4.19525,6.12497,100.62899,146.86735,4.2413,6.1389,2242932.88866
36090.32174,15562.30898,4.83138,6.67996,82.50606,114.07226,4.64163,6.40492,2245154.27791
36096.63392,15462.95278,10.33993,21.46641,60.25796,122.92635,11.48718,22.95934,2247236.61622
35438.61885,14985.86037,8.74915,12.49722,73.68047,105.2135,9.11781,12.97723,2248277.67537
36001.9147,15220.6304,4.32802,5.29522,95.39679,116.71225,4.18059,5.10318,2249877.22735
36142.42459,15449.54868,5.11267,6.84924,103.89662,139.03481,5.1382,6.8445,2255468.76888
36151.39351,15483.87973,8.49089,7.74451,90.79442,82.8133,8.1327,7.41969,2259789.47582
35472.05467,15090.24414,6.23707,8.15623,76.43551,99.97031,6.26843,8.2347,2261272.87445
36052.67835,15628.74522,6.83846,8.74535,88.58073,111.87528,6.82206,8.76656,2261387.14923
36127.76314,15458.32155,5.84334,6.78369,94.18913,109.34341,5.72841,6.63768,2262828.58824
36130.90785,15596.13258,15.38868,10.83056,69.48413,50.5269,16.53017,11.47778,2266749.88547
35529.22294,15166.85787,9.44016,13.00519,75.53614,104.15025,10.34905,13.94535,2269181.30638
35447.59884,14978.32571,13.17677,19.78105,89.95843,133.73142,19.568,28.04522,2269399.15314
36107.34647,15475.41872,7.80662,10.55044,70.9785,95.92697,7.60533,10.2785,2269793.8659
35949.48197,15363.7053,6.24604,7.23243,104.16796,120.64126,6.43098,7.46031,2277381.54042
36011.49336,15188.30655,9.41673,13.2999,84.38992,118.64056,10.09446,14.07764,2277757.95187
35956.18345,15378.22105,7.36218,9.6796,71.32676,93.60734,7.72878,10.04376,2280087.10556
35528.31131,15166.15615,14.14695,16.03341,74.69488,82.48779,16.40806,19.37518,2281367.92395
36096.26455,15476.63602,14.53574,13.87277,79.48996,75.72741,14.73478,14.02253,2282473.43238
36053.29888,15658.30243,17.00304,15.02699,86.98076,77.14201,17.13838,15.4601,2283109.5848
35717.10473,15499.46535,4.71316,5.60183,126.48514,150.36467,4.77471,5.6804,2287436.68055
36144.2024,15482.44632,8.99787,11.10827,86.16214,106.30175,9.5708,11.87768,2289309.35366
35536.42102,15127.82769,4.60169,5.98874,112.09999,145.90156,4.48926,5.84374,2290596.27016
35942.19667,15396.57327,32.40061,12.59437,116.77997,56.8703,47.25561,21.38737,2292557.2331
35523.9803,15165.6914,9.3311,9.51186,86.40762,88.11864,9.84037,10.14001,2298990.75159
35970.22751,15305.30501,10.18985,12.59208,88.4032,106.36542,14.23975,16.06086,2302275.38457
35956.35679,15297.34208,5.75266,6.96277,83.95142,101.61156,5.65788,6.85193,2307246.7402
35974.22472,15286.26951,5.60788,6.975,93.65007,116.56289,5.64865,7.05743,2308979.50194
36102.21078,15549.76143,7.5653,12.11037,103.53131,160.98968,9.74191,14.723,2315763.74537
36058.93899,15592.19938,13.17305,20.18797,77.01975,116.66071,15.45919,22.58998,2317327.92121
35976.40835,15199.33886,8.74719,8.85191,24.88382,40.50107,9.36089,8.16849,2317521.69335
35956.80889,15388.6641,5.28694,6.91958,96.97457,126.93717,5.33281,6.98389,2322175.2996
35977.95172,15312.60533,4.00605,5.62231,102.69667,144.11381,4.09427,5.72335,2326387.17613
36098.03506,15601.89376,4.90736,4.82691,95.55329,93.98771,4.8029,4.73033,2326856.58752
35945.44257,15377.04112,8.7151,9.04543,80.32088,83.23306,8.83643,9.16609,2327408.80642
35453.71364,14995.77746,11.99802,19.66217,63.57065,102.05863,12.97337,21.05988,2335595.74028
36084.43927,15657.04785,5.61237,7.9371,96.60896,136.62151,5.70132,8.04251,2336812.71828
36031.22844,15603.50775,6.16043,8.9379,104.99048,152.14041,6.70163,9.56148,2337339.15971
35936.7433,15387.0644,13.69598,16.05288,64.39164,75.04616,16.3071,19.02958,2340816.79593
35464.29108,15071.05359,23.07595,12.2735,100.37279,53.72326,24.00454,12.95298,2342473.80672
36062.99507,15632.16138,6.33481,8.02047,80.13343,101.4733,6.29994,7.98974,2342983.51762
36130.19872,15491.90152,5.67338,5.82365,101.04885,103.72498,5.52438,5.66853,2347703.70116
35440.33481,15007.20362,4.93479,7.79197,85.28689,134.64483,4.93601,7.73669,2349867.51938
35975.39315,15233.65425,5.47471,4.95665,82.79443,74.95979,5.13601,4.6518,2354016.03949
35469.79141,15097.65588,6.77451,8.56858,101.99202,128.96172,6.95942,8.732,2356155.73941
35520.66929,15133.31994,5.11466,5.99619,92.62369,108.57963,5.04693,5.90286,2357709.48092
35478.40007,15106.2216,5.45927,7.12552,88.96494,116.15268,5.32532,6.96685,2359800.14738
35933.31375,15395.28974,9.22064,11.65023,73.8589,93.96731,9.27472,11.7508,2360288.51952
35994.51394,15209.76802,4.89631,6.03515,102.06508,125.76151,4.93302,6.04758,2367672.80886
35416.12604,15026.74816,10.87299,11.44973,85.44871,89.95113,11.26553,11.84913,2368007.85548
36107.31587,15554.08267,5.42994,5.49619,106.57539,107.87955,5.3527,5.43162,2368672.72737
36176.31938,15466.84905,7.37325,9.26062,89.05001,111.83781,7.26329,9.10163,2369028.07213
36053.77572,15696.43796,6.61085,5.7509,98.09842,85.33813,6.31101,5.49305,2369264.87261
35916.82989,15332.77537,11.49417,14.36704,55.70781,69.68273,12.03023,15.15139,2369660.61528
35475.48574,15058.68721,4.79155,6.15226,92.7328,119.06588,4.70499,6.03097,2371438.78241
35935.67359,15360.4333,4.51817,7.27052,85.30842,137.26888,4.54097,7.28596,2371779.49423
36079.96222,15621.9939,4.79693,6.77695,102.63546,144.96783,4.74631,6.65934,2374880.32489
35529.83464,15132.85316,5.4034,6.18845,106.97354,122.5101,5.3396,6.10768,2377928.20612
36146.04166,15489.84344,9.01332,7.93638,71.8306,63.24812,8.5326,7.51236,2378360.27569
35491.36948,15046.40765,10.32679,16.9319,64.19782,105.30518,10.4534,17.20751,2379045.2408
35471.074,15060.66895,5.44575,6.42034,100.60621,118.62269,5.541,6.53841,2382639.2614
35414.49747,15025.84226,7.77528,9.46241,96.31088,117.2004,8.08918,9.8741,2383284.6303
35463.21589,15085.58786,6.28897,6.83727,93.15439,101.3802,6.24663,6.8485,2385045.8355
36089.75933,15557.65119,6.19004,9.032,89.34307,129.83761,6.23577,8.97773,2393480.47235
35497.13665,15103.02717,15.01987,14.65537,98.88328,96.5937,15.72955,15.52177,2394741.89437
35957.03184,15339.59351,5.06918,7.00925,89.56004,123.83506,4.89733,6.7614,2396248.85599
35949.85074,15361.10282,5.58787,6.15311,102.46067,112.86496,5.50094,6.08883,2398541.92864
36021.66688,15203.28799,7.80624,7.34734,95.48384,89.85934,7.75522,7.28207,2398951.7005
35523.40342,15151.24589,7.36038,7.2239,96.56644,94.78192,7.21589,7.11,2405260.48793
35947.15061,15370.87717,15.82236,16.50378,71.94527,74.87613,23.49582,24.03359,2408229.94219
36029.8106,15226.27666,8.74165,7.53366,88.9319,76.90058,8.7347,7.62197,2408472.57431
35988.95199,15243.56863,8.22468,10.12509,95.87329,118.62234,9.11741,11.31503,2410755.00086
35949.08474,15374.97053,5.36044,6.95325,82.95367,107.60232,5.32012,6.90166,2412437.6743
35908.94554,15398.73564,13.46726,8.43466,64.28875,39.97849,13.01919,8.17222,2416895.53526
35476.83994,15090.245,11.68923,17.66851,65.19952,96.65969,20.50818,29.33646,2419090.87194
35965.19061,15367.78951,4.29231,5.23857,89.69356,109.4657,4.14585,5.05526,2419779.92046
36108.36697,15577.68315,5.75579,5.72208,62.30921,61.9425,5.56019,5.5284,2421045.51788
36080.82306,15554.86034,5.29638,6.61503,89.13138,111.30861,5.12506,6.38487,2423126.64204
36000.71479,15198.23054,9.08123,9.52833,78.74398,82.3859,10.20703,10.46955,2424222.70714
35466.01612,15066.74607,7.94567,12.88129,78.91945,123.9207,8.77978,14.02726,2424801.38117
36027.27384,15198.30667,10.91571,9.89754,80.79885,73.27577,10.8858,9.91397,2426971.86431
35468.72583,15085.40916,10.79144,15.22314,94.54227,132.29475,14.46531,19.21936,2430597.16375
35948.27126,15343.2407,9.18856,12.72336,66.43192,92.0504,9.23648,12.86623,2431476.28636
35979.78479,15364.57678,10.5499,13.60746,76.03597,98.0763,11.61784,15.03929,2433051.72212
36152.30164,15506.70167,5.96522,6.89624,77.7476,89.8775,5.7119,6.59252,2433838.74211
36095.56338,15588.33319,18.46174,12.11874,79.89282,52.6898,19.13471,12.86482,2436209.26761
35429.32056,15019.67366,5.84668,6.64405,102.00231,115.92076,5.78853,6.59019,2436624.15388
36048.33499,15209.05927,5.42258,6.48874,103.28583,123.58146,5.39525,6.42035,2442975.16571
35560.05323,15145.97119,11.22253,9.35206,81.41428,69.50727,11.55994,9.5299,2447704.17666
36066.52492,15410.81873,12.08405,19.88854,88.52618,145.18315,14.00377,22.36052,2449290.22097
35942.94172,15394.14992,11.85766,15.16631,66.56633,87.09983,13.65037,18.53071,2450089.31315
35503.41669,15091.50587,5.86255,7.78814,91.67093,121.77908,5.8313,7.73424,2451548.72228
35480.89348,15129.96856,16.98914,18.54432,100.86603,105.31506,30.46113,30.71454,2452917.80078
35947.82944,15364.23888,3.94134,5.19246,90.35962,119.04123,3.79207,4.98719,2454002.72923
36141.20776,15483.1275,6.06075,7.38225,97.5449,118.81274,6.13801,7.46658,2456744.989
35532.71279,15137.80857,9.10109,13.46174,58.24455,83.9903,10.14502,14.99346,2461572.02799
36034.25471,15616.15975,11.99328,12.62336,73.14908,77.02081,12.63931,13.23934,2463004.60279
35479.06996,15078.66121,5.15531,6.9832,85.49095,115.80189,5.06714,6.85595,2465587.29801
35452.84593,15087.30401,23.64728,18.78899,70.0691,53.95766,24.89888,20.43365,2469850.62839
35511.72775,15152.20417,7.9367,9.36401,75.18756,89.09896,8.04602,9.54336,2473493.41596
35944.90798,15358.99958,5.16944,6.03195,93.27494,108.83935,5.05659,5.90727,2473999.79471
36112.40364,15486.5637,5.39221,6.31837,93.69852,109.8048,5.32317,6.25263,2475415.76045
35457.84085,15097.37588,9.32983,13.50609,63.56682,90.54484,9.85721,14.17478,2479044.47104
